season,age,seasontype,team_id,team_alias,team_alias_all,player_id,player_name,pos_text,gp,roster_games,start,mp,rookie_year,inches,weight,mpg,off,def,tot,ewins,usg,tspct,efg,fgpct_rim,fgpct_mid,fg2pct,fg3pct,ftpct,orbpct,drbpct,astpct,topct,stlpct,blkpct,fga_rim_75,fga_mid_75,fg3a_75,fta_75,fga_75
2026,26,2,1610612761,"TOR","TOR",1630193,"Immanuel Quickley","PG",67,74,67,2173.89,2020,74,190,32.4328,2.17427,0.00951671,2.18378,7.5268,0.210043,0.58,0.542889,0.64,0.472973,0.522565,0.374194,0.82439,0.0184615,0.123824,0.260531,0.0930233,0.0194457,0.00219202,2.09732,4.96644,7.80201,3.4396,14.8658
2026,21,2,1610612759,"SAS","SAS",1642264,"Stephon Castle","SG",62,74,61,1837.23,2024,78,215,29.629,1.10818,1.8928,3.00098,7.50386,0.248577,0.572545,0.517568,0.618123,0.412322,0.534615,0.318182,0.734463,0.0505415,0.131609,0.340735,0.179487,0.0189021,0.00862482,6.00856,4.10293,4.27794,6.88359,14.3894
2026,29,2,1610612738,"BOS","BOS",1627759,"Jaylen Brown","SF",65,74,65,2228.07,2016,78,223,34.2769,2.3009,-0.269412,2.03148,7.48776,0.351326,0.575202,0.521693,0.678284,0.438623,0.524496,0.342466,0.8,0.0380571,0.179596,0.258833,0.126493,0.0144605,0.0111607,6.21943,11.1383,6.08604,8.00356,23.4438
2026,24,2,1610612737,"ATL","ATL",1630552,"Jalen Johnson","PF",66,75,66,2335.02,2021,80,219,35.3788,1.74854,-0.0619407,1.6866,7.40807,0.266949,0.586822,0.541667,0.67,0.428571,0.546341,0.353125,0.790368,0.0433779,0.26993,0.334166,0.146825,0.0170512,0.0114416,5.98802,6.28743,4.79042,5.28443,17.0659
2026,27,2,1610612738,"BOS","BOS",1630202,"Payton Pritchard","PG",72,74,50,2347.64,2020,73,195,32.5972,2.66529,-0.942924,1.72236,7.40487,0.211883,0.579395,0.553393,0.664336,0.51312,0.557613,0.366279,0.886364,0.0299372,0.106994,0.235294,0.0871441,0.0116555,0.00387597,2.30645,5.53226,8.32258,2.12903,16.1613
2026,33,2,1610612750,"MIN","MIN",203497,"Rudy Gobert","C",71,74,71,2232.09,2013,85,258,31.4366,-0.712987,2.67189,1.9589,7.39304,0.128435,0.666102,0.690632,0.719048,0.428571,0.696703,0,0.524138,0.140307,0.248953,0.0735745,0.141194,0.0117496,0.0460398,6.76111,0.563426,0.0643915,4.66838,7.38892
2026,31,2,1610612750,"MIN","MIN",203944,"Julius Randle","PF",74,74,74,2448.08,2014,81,250,33.0811,1.78478,-0.298896,1.48588,7.33501,0.261254,0.579895,0.518959,0.649289,0.426735,0.54254,0.306502,0.812775,0.0580253,0.168728,0.227741,0.13329,0.0156825,0.00639886,6.13016,5.65078,4.69204,6.595,16.473
2026,23,2,1610612766,"CHA","CHA",1641706,"Brandon Miller","SG",58,75,58,1752.77,2023,79,200,30.2069,2.17537,0.992442,3.16781,7.31835,0.27741,0.579154,0.532017,0.644578,0.386441,0.479393,0.388655,0.89604,0.0407895,0.145432,0.178796,0.133731,0.0169157,0.0216702,3.49229,6.20617,10.014,4.24965,19.7125
2026,27,2,1610612747,"LAL","LAL",1630559,"Austin Reaves","SG",48,74,42,1670.79,2021,77,197,34.7917,3.10955,0.367661,3.47721,7.2283,0.25999,0.653757,0.571625,0.731343,0.455399,0.589372,0.365385,0.864943,0.0228782,0.132165,0.237925,0.136727,0.0153757,0.0105205,4.37845,4.63985,6.7964,7.5806,15.8147
2026,31,2,1610612749,"MIL","MIL",203507,"Giannis Antetokounmpo","PF",36,74,36,1039.38,2013,83,243,28.8611,5.87199,1.52226,7.39425,7.21594,0.36261,0.65891,0.636288,0.757647,0.28125,0.647378,0.333333,0.647887,0.108407,0.261586,0.344464,0.132641,0.0158953,0.0214477,14.9228,4.49438,1.58006,12.4649,20.9972
