,Team,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Attend./G,Season,Win%,Champion
10,Detroit Pistons,0.0183486238532109,0.02207505518763786,-0.0020790020790021346,-0.1250000000000001,-0.03571428571428559,-0.07142857142857151,0.018648018648018683,0.023890784982935065,-0.004098360655737654,-0.08920187793427237,-0.05755395683453246,-0.03141361256544506,-0.0066225165562913135,-0.013377926421404673,-0.011135857461024523,-0.07751937984496127,0.010638297872340496,0.30188679245283034,0.12169312169312163,0.032786885245901676,-0.0036596523330282293,-0.06792452830188678,16.0,66.0,-0.46341463414634143,0.46341463414634143,-8.24,0.67,-7.57,-0.03893637226970559,0.033238366571699984,-7.6,0.03879728419010675,-0.07817589576547235,-0.06451612903225801,-0.015065913370998163,-0.006172839506172867,0.0903225806451613,-0.035820895522388096,-0.11063829787234036,0.026748971193415683,-0.01935483870967747,-0.02706766917293224,0.017021276595744705,-0.46426229508196726,1979-80,0.1951219512195122,0
11,Seattle SuperSonics,-0.006880733944954254,0.01876379690949226,-0.022869022869022926,-0.1250000000000001,-0.1785714285714286,0.1142857142857141,-0.006993006993006978,0.023890784982935065,-0.02868852459016391,-0.009389671361502261,-0.010791366906474864,0.005235602094240788,0.11258278145695377,0.04013377926421424,0.06681514476614692,-0.03488372093023262,-0.03191489361702138,-0.01886792452830177,-0.03703703703703698,-0.069672131147541,-0.007319304666056681,0.018867924528301883,56.0,26.0,0.29268292682926833,-0.29268292682926833,4.66,-0.42,4.24,0.0047483380816715215,-0.03893637226970559,4.6,-0.012609117361784605,-0.02931596091205213,-0.19354838709677413,-0.020715630885122405,-0.024691358024691357,-0.03870967741935483,0.08656716417910437,-0.025531914893616947,-0.04732510288065839,-0.006451612903225823,0.021052631578947434,-0.05957446808510636,0.0,1979-80,0.6829268292682927,0
12,New Jersey Nets,-0.0344036697247706,0.009933774834437248,-0.04158004158004147,0.25,0.2857142857142858,0.01785714285714257,-0.04195804195804187,0.0,-0.040983606557376984,0.07981220657277,0.05395683453237421,0.023560209424083878,-0.0066225165562913135,0.03344481605351168,0.022271714922049046,-0.011627906976744207,0.12765957446808507,0.3396226415094339,0.10052910052910069,0.09016393442622972,-0.009149130832570851,-0.015094339622641506,34.0,48.0,-0.07317073170731703,0.07317073170731714,-1.17,0.19,-0.98,-0.036087369420702675,-0.026590693257359854,-1.0,0.029097963142580063,0.0456026058631922,0.29032258064516125,-0.024482109227871973,-0.04115226337448552,0.07096774193548394,-0.04179104477611939,0.06808510638297882,-0.028806584362139898,0.06451612903225801,-0.0015037593984961184,0.11914893617021294,-0.6249180327868853,1979-80,0.4146341463414634,0
13,Denver Nuggets,-0.032110091743119185,0.0055187637969094094,-0.03742203742203731,0.25,0.1071428571428572,0.1607142857142856,-0.039627039627039506,0.0011376564277587597,-0.040983606557376984,0.07042253521126751,0.1151079136690647,-0.035340314136125706,0.0596026490066226,0.030100334448160515,0.04231625835189301,-0.015503875968992276,-0.03191489361702138,-0.07547169811320742,-0.010582010582010581,-0.040983606557377095,-0.009149130832570851,0.02264150943396226,30.0,52.0,-0.2682926829268293,0.2682926829268293,-4.41,0.2,-4.22,-0.018043684710351338,0.021842355175688555,-4.2,0.0077594568380214834,0.10749185667752448,0.09677419354838723,-0.026365348399246757,-0.034979423868312765,-0.02580645161290329,0.0029850746268658135,0.06382978723404253,0.02263374485596703,-0.07096774193548383,0.019548872180451093,-0.04680851063829783,-0.7232786885245901,1979-80,0.36585365853658536,0
14,Kansas City Kings,0.002293577981651307,0.007726269315673218,-0.006237006237006293,-0.625,-0.5,-0.21785714285714297,0.011655011655011593,0.022753128555176305,-0.012295081967213073,-0.04225352112676062,-0.014388489208633115,-0.027486910994764413,-0.039735099337748325,-0.010033444816053394,-0.017817371937639104,0.003875968992248069,0.11702127659574457,-0.18867924528301883,-0.07407407407407396,0.06557377049180335,-0.011893870082342106,-0.037735849056603765,47.0,35.0,0.19512195121951215,-0.19512195121951215,3.13,-0.32,2.82,-0.012345679012345623,-0.0408357075023742,3.0,0.0009699321047527132,-0.0228013029315961,-0.5161290322580645,-0.016949152542372947,-0.012345679012345734,-0.06451612903225812,-0.07462686567164178,-0.051063829787234005,-0.014403292181069949,0.1548387096774193,0.02406015037593967,0.1617021276595747,0.0,1979-80,0.573170731707317,0
15,San Diego Clippers,-0.013761467889908285,0.008830022075055233,-0.022869022869022926,1.75,1.3571428571428572,0.16428571428571415,-0.04895104895104896,-0.03526734926052344,-0.012295081967213073,-0.08450704225352113,-0.05035971223021585,-0.03664921465968585,0.04635761589403975,-0.06020066889632103,-0.022271714922049046,-0.20155038759689914,-0.13829787234042556,-0.3396226415094339,-0.06878306878306861,-0.05327868852459006,-0.015553522415370558,0.04150943396226414,35.0,47.0,-0.2682926829268293,0.2682926829268293,-4.15,0.18,-3.97,0.003798670465337217,0.042735042735042805,-4.1,-0.016488845780795236,-0.05863192182410426,1.32258064516129,-0.016949152542372947,-0.008230452674897082,-0.058064516129032295,0.020895522388059806,-0.09361702127659577,0.034979423868312765,-0.08387096774193548,-0.016541353383458524,-0.08510638297872342,-0.459672131147541,1979-80,0.4268292682926829,0
16,Chicago Bulls,-0.059633027522935755,-0.0651214128035319,0.006237006237006293,0.125,0.2142857142857144,-0.0892857142857143,-0.06526806526806517,-0.07508532423208203,0.012295081967213184,0.15492957746478875,0.13669064748201443,0.01963350785340312,-0.09933774834437081,0.006688963210702337,-0.026726057906458656,0.015503875968992276,-0.08510638297872353,-0.09433962264150941,0.08465608465608465,0.07377049180327866,-0.016468435498627643,-0.02264150943396237,30.0,52.0,-0.1707317073170732,0.1707317073170731,-2.71,0.08,-2.63,-0.009496676163342821,0.01614434947768273,-2.7,-0.012609117361784605,0.21498371335504896,0.29032258064516125,0.026365348399246757,0.006172839506172867,0.10967741935483866,-0.03880597014925369,0.23829787234042543,0.028806584362139898,0.012903225806451646,0.022556390977443552,0.06808510638297882,-0.7042622950819672,1979-80,0.36585365853658536,0
17,Washington Bullets,0.0,0.04966887417218535,-0.047817047817047764,0.125,0.03571428571428581,0.09642857142857131,-0.004662004662004615,0.04891922639362911,-0.05122950819672123,-0.11267605633802824,-0.1007194244604317,-0.007853403141361293,0.07947019867549665,0.11036789297658878,0.10244988864142535,0.03875968992248069,-0.3085106382978724,0.018867924528301883,-0.11111111111111105,-0.05327868852459006,-0.021043000914913068,0.09433962264150941,39.0,43.0,-0.1707317073170732,0.1707317073170731,-2.55,0.28,-2.27,-0.019943019943019835,0.003798670465337217,-2.5,-0.004849660523763344,-0.14332247557003253,0.0,-0.05084745762711873,-0.04732510288065839,-0.11612903225806459,-0.005970149253731405,-0.15319148936170202,-0.034979423868312765,-0.20645161290322578,0.04511278195488733,-0.07234042553191489,-0.1088524590163934,1979-80,0.47560975609756095,0
18,Atlanta Hawks,-0.08715596330275244,-0.05408388520971297,-0.03534303534303529,-0.75,-0.6785714285714286,-0.38214285714285723,-0.07692307692307687,-0.03526734926052344,-0.04303278688524581,0.16901408450704225,0.16187050359712218,0.009162303664921545,0.10596026490066213,-0.0200668896321069,0.024498886414253906,-0.0968992248062015,0.010638297872340496,0.24528301886792447,-0.03703703703703698,0.14754098360655754,-0.043915827996340306,-0.015094339622641506,50.0,32.0,0.19512195121951215,-0.19512195121951215,2.91,-0.09,2.83,-0.0009496676163341933,-0.028490028490028463,2.9,-0.040737148399611955,0.224755700325733,-0.6451612903225807,-0.015065913370998163,-0.043209876543209846,-0.006451612903225823,0.10149253731343277,0.23404255319148937,-0.05144032921810693,0.10322580645161294,-0.013533834586466287,0.23829787234042543,-0.22491803278688527,1979-80,0.6097560975609756,0
19,Golden State Warriors,-0.013761467889908285,-0.015452538631346435,0.0020790020790020236,-0.625,-0.4642857142857143,-0.20357142857142863,-0.004662004662004615,-0.0011376564277588708,-0.004098360655737654,-0.19248826291079824,-0.1618705035971223,-0.03403141361256545,-0.06622516556291391,-0.006688963210702337,-0.024498886414253906,-0.04263565891472876,0.010638297872340496,-0.2264150943396227,-0.03703703703703698,0.040983606557376984,-0.05215004574565418,-0.007547169811320753,24.0,58.0,-0.29268292682926833,0.29268292682926833,-4.39,0.2,-4.2,-0.031339031339031265,0.009496676163342821,-4.3,-0.02521823472356932,-0.14657980456026054,-0.4516129032258064,-0.020715630885122405,-0.004115226337448541,0.0,-0.07164179104477608,-0.17872340425531907,0.024691358024691468,0.0,0.049624060150375904,0.1617021276595747,-0.6872131147540983,1979-80,0.2926829268292683,0
20,Portland Trail Blazers,-0.04587155963302747,-0.0353200883002206,-0.010395010395010451,-0.625,-0.4285714285714285,-0.2964285714285715,-0.039627039627039506,-0.023890784982935287,-0.014344262295082011,-0.107981220657277,-0.07913669064748197,-0.027486910994764413,0.04635761589403975,-0.01672240802675584,0.006681514476614803,-0.10465116279069764,-0.08510638297872353,0.09433962264150941,0.0,-0.020491803278688492,-0.06221408966148212,-0.007547169811320753,38.0,44.0,-0.04878048780487809,0.04878048780487809,-0.82,-0.05,-0.87,-0.018043684710351338,-0.009496676163342821,-0.9,-0.043646944713869984,-0.0456026058631922,-0.4193548387096775,-0.02259887005649719,-0.01851851851851849,0.03870967741935494,0.05970149253731338,-0.07234042553191489,-0.008230452674897082,-0.012903225806451535,0.021052631578947434,0.042553191489361764,-0.7973770491803278,1979-80,0.4634146341463415,0
21,Utah Jazz,-0.05504587155963303,-0.08278145695364236,0.031185031185031242,-0.1250000000000001,-0.1785714285714286,0.13928571428571423,-0.05594405594405594,-0.07963594994311718,0.026639344262295195,-0.09859154929577474,-0.1474820143884893,0.05890052356020958,-0.2185430463576158,-0.03678929765886285,-0.09576837416481065,-0.050387596899224785,-0.14893617021276595,-0.16981132075471683,-0.005291005291005124,0.004098360655737654,-0.0631290027447392,-0.015094339622641506,24.0,58.0,-0.3902439024390244,0.3902439024390243,-6.01,0.31,-5.71,-0.010446343779677014,0.04843304843304841,-6.2,-0.05334626576139667,-0.07166123778501632,-0.12903225806451613,0.030131826741996326,0.028806584362139898,0.07741935483870965,-0.11343283582089558,-0.02127659574468077,0.028806584362139898,-0.12903225806451613,0.009022556390977376,0.008510638297872353,-0.679344262295082,1979-80,0.2926829268292683,0
0,Denver Nuggets,0.0720930232558139,0.09841628959276005,-0.02263374485596714,-0.19999999999999996,-0.09999999999999998,-0.1551020408163265,0.0776470588235294,0.10300925925925908,-0.022403258655804503,0.3410138248847927,0.2871972318339102,0.04260985352862856,0.11724137931034484,0.05536332179930792,0.07126436781609202,-0.027450980392156876,-0.022222222222222143,-0.1320754716981133,-0.05882352941176461,0.0239043824701195,0.12673450508788164,0.022900763358778775,37.0,45.0,-0.024390243902439046,0.024390243902439046,-0.48,-0.47,-0.95,0.03696682464454981,0.040758293838862425,-0.4,0.07858546168958735,0.17125382262996935,-0.21739130434782616,0.00561797752808979,-0.024539877300613466,-0.14102564102564097,-0.011940298507462699,0.22448979591836737,0.04089979550102263,-0.0641025641025641,-0.016541353383458524,-0.05306122448979589,0.06137555258558658,1980-81,0.45121951219512196,0
1,Milwaukee Bucks,0.05581395348837215,0.030542986425339258,0.024691358024691468,-0.19999999999999996,-0.19999999999999996,-0.06530612244897949,0.05882352941176472,0.03587962962962954,0.024439918533604832,0.01382488479262678,-0.01384083044982698,0.025299600532623145,0.0620689655172415,0.01730103806228378,0.02758620689655178,0.1098039215686275,0.16666666666666674,0.2264150943396226,0.03208556149732633,0.06772908366533859,0.046253469010175685,0.01526717557251911,60.0,22.0,0.4390243902439024,-0.4390243902439024,7.27,-0.13,7.14,0.03033175355450246,-0.035071090047393394,6.9,0.017681728880157177,-0.042813455657492394,-0.21739130434782616,0.022471910112359605,0.02249488752556239,0.0064102564102563875,0.08358208955223878,-0.01632653061224487,-0.05725971370143146,0.06410256410256432,-0.013533834586466287,0.14285714285714302,0.12429320448236858,1980-81,0.7317073170731707,0
2,San Antonio Spurs,0.011627906976744207,0.0033936651583710287,0.010288065843621519,-0.6,-0.5,-0.28163265306122454,0.021176470588235352,0.01504629629629628,0.008146639511201537,0.15207373271889413,0.12456747404844304,0.023968042609853635,0.096551724137931,0.08996539792387548,0.08965517241379306,-0.019607843137254943,-0.06666666666666665,0.4716981132075473,0.0,0.027888446215139417,0.03885291396854762,0.01908396946564883,52.0,30.0,0.1707317073170731,-0.1707317073170732,2.88,-0.7,2.18,0.028436018957346043,0.0018957345971564177,2.8,0.01080550098231825,0.12232415902140659,-0.4782608695652174,0.020599250936329527,0.006134969325153339,-0.012820512820512775,0.11940298507462677,0.15102040816326512,-0.02862985685071573,-0.09615384615384615,0.022556390977443552,-0.048979591836734615,0.10589081936876732,1980-81,0.6341463414634146,0
3,Philadelphia 76ers,0.03023255813953485,-0.023755656108597423,0.057613168724279795,-0.6,-0.5,-0.0775510204081632,0.03764705882352937,-0.01388888888888895,0.054989816700611094,0.04608294930875578,0.02422145328719738,0.022636484687083902,-0.08275862068965512,0.10380622837370246,0.039080459770115095,0.1333333333333333,0.16666666666666674,0.358490566037736,0.11229946524064172,0.0,0.033302497687326627,0.03816793893129766,62.0,20.0,0.46341463414634143,-0.46341463414634143,7.85,-0.09,7.76,0.014218009478673022,-0.056872037914691975,7.5,0.015717092337917515,0.04892966360856277,-0.4782608695652174,0.05243445692883908,0.053169734151329306,0.10897435897435903,-0.035820895522388096,0.07755102040816331,-0.07157464212678932,0.044871794871794934,0.009022556390977376,0.028571428571428692,0.17693019430451318,1980-81,0.7560975609756098,0
4,Los Angeles Lakers,0.0720930232558139,0.018099547511312153,0.053497942386831365,-0.6,-0.44999999999999996,-0.2612244897959184,0.08000000000000007,0.02893518518518512,0.050916496945010215,-0.13364055299539168,-0.10726643598615915,-0.02929427430093212,-0.020689655172413834,0.05190311418685112,0.025287356321839205,0.12941176470588234,0.10000000000000009,0.2641509433962266,0.016042780748663166,-0.05179282868525903,0.028677150786309058,0.03053435114503822,54.0,28.0,0.24390243902439024,-0.24390243902439024,3.84,-0.57,3.27,0.019905213270142053,-0.01516587677725112,3.7,0.008840864440078589,-0.125382262996942,-0.4347826086956522,0.02621722846441954,0.04907975460122693,0.012820512820512997,0.011940298507462588,-0.14693877551020407,-0.042944785276073594,-0.0641025641025641,-0.03157894736842093,-0.15102040816326534,0.3511874164696207,1980-81,0.6585365853658537,0
5,Portland Trail Blazers,0.0604651162790697,0.039592760180995556,0.020576131687242816,-0.4,-0.09999999999999998,-0.310204081632653,0.0658823529411765,0.04282407407407396,0.024439918533604832,-0.11520737327188946,-0.07612456747404839,-0.04394141145139818,0.04827586206896539,0.006920415224913601,0.018390804597701038,0.07450980392156858,0.04444444444444451,0.11320754716981152,-0.010695187165775333,-0.01195219123505975,0.02405180388529149,-0.01908396946564883,45.0,37.0,0.04878048780487809,-0.04878048780487809,0.89,-0.37,0.52,0.009478672985782088,0.0018957345971564177,0.8,0.011787819253438192,-0.11009174311926617,-0.13043478260869557,0.0,0.01840490797546024,-0.02564102564102566,0.011940298507462588,-0.14693877551020407,0.002044989775051187,0.012820512820512997,-0.012030075187969835,0.004081632653061273,0.3021486583735993,1980-81,0.5487804878048781,0
6,Phoenix Suns,0.016279069767441978,0.010180995475113086,0.008230452674897082,-0.19999999999999996,0.0,-0.11428571428571432,0.018823529411764683,0.011574074074074181,0.010183299389002087,0.018433179723502446,0.02422145328719738,-0.007989347536617841,0.034482758620689724,0.05190311418685112,0.04367816091954024,0.05490196078431375,0.18888888888888888,-0.037735849056603765,0.12834224598930488,-0.031872509960159334,0.01757631822386685,-0.01908396946564883,57.0,25.0,0.3414634146341464,-0.3414634146341463,5.51,-0.68,4.83,-0.00853080568720388,-0.05781990521327007,5.2,0.028487229862475427,0.015290519877675823,-0.0434782608695653,0.00561797752808979,0.006134969325153339,0.09615384615384626,0.047761194029850795,0.008163265306122547,-0.036809815950920255,0.1217948717948718,0.025563909774436233,-0.004081632653061273,0.21034234604708546,1980-81,0.6951219512195121,0
7,Boston Celtics,0.016279069767441978,-0.020361990950226394,0.03703703703703698,0.6000000000000001,0.44999999999999996,0.10204081632653073,0.00941176470588223,-0.03240740740740755,0.044806517311609007,0.0,0.0,0.0013315579227697327,-0.02758620689655178,0.02422145328719738,0.0022988505747125743,0.05490196078431375,-0.07777777777777772,0.358490566037736,0.02673796791443861,-0.031872509960159334,0.016651248843663424,0.03053435114503822,62.0,20.0,0.36585365853658547,-0.36585365853658536,5.88,0.17,6.05,0.027488151658767723,-0.027488151658767834,5.8,-0.00982318271119842,0.021406727828746197,0.4782608695652175,0.035580524344569264,0.04089979550102263,0.03846153846153855,0.03582089552238821,0.02448979591836742,-0.05112474437627801,-0.03205128205128205,0.007518796992481258,-0.020408163265306145,0.5332579418114527,1980-81,0.7560975609756098,1
8,Golden State Warriors,0.009302325581395321,0.004524886877828038,0.006172839506172867,0.3999999999999999,0.30000000000000004,0.1673469387755102,0.004705882352941337,-0.0011574074074075513,0.008146639511201537,0.02764976958525356,0.05882352941176472,-0.031957390146471365,0.17931034482758634,0.0,0.05747126436781613,-0.03137254901960784,-0.16666666666666663,-0.3018867924528301,0.010695187165775444,0.047808764940239,0.015726179463459777,-0.06870229007633588,39.0,43.0,-0.07317073170731703,0.07317073170731714,-1.18,-0.23,-1.41,0.028436018957346043,0.03981042654028433,-1.2,-0.007858546168958758,0.05504587155963292,0.26086956521739135,0.00561797752808979,0.008179959100204526,0.0,0.15820895522388057,0.02448979591836742,0.036809815950920255,-0.07692307692307687,0.015037593984962516,0.020408163265306145,0.03546828415749981,1980-81,0.47560975609756095,0
9,Chicago Bulls,-0.018604651162790642,-0.04751131221719462,0.030864197530864335,0.0,0.10000000000000009,-0.13469387755102047,-0.018823529411764683,-0.05092592592592604,0.03462321792260692,0.11520737327188946,0.0830449826989621,0.030625832223701854,0.034482758620689724,0.04498269896193774,0.0367816091954023,-0.07843137254901966,-0.011111111111111072,0.18867924528301883,0.09090909090909083,0.0,0.008325624421831712,0.011450381679389388,45.0,37.0,0.12195121951219523,-0.12195121951219512,1.98,0.37,2.34,0.02180094786729847,0.0028436018957345155,2.0,-0.011787819253438192,0.13455657492354733,0.13043478260869557,0.04119850187265928,0.030674846625766916,0.10256410256410264,0.10149253731343277,0.17551020408163254,0.008179959100204526,-0.0064102564102563875,0.028571428571428692,-0.05306122448979589,-0.01932764470031867,1980-81,0.5487804878048781,0
